id_conversa;id_cliente;contatos_previos;reabertura;idioma;segmento_cliente;origem_contato;categoria_assunto;categoria_prevista;area_prevista
CONV-012192;CLI-BAE84A79A490;0;False;EN;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012262;CLI-6E66CF67DEBB;6;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012357;CLI-227132E84B6B;1;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-012288;CLI-70EC80A07791;0;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-012210;CLI-09BD0A222275;0;False;PT;Correntista Nacional;Ativo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-012364;CLI-45ABC635FC44;0;False;PT;Correntista Nacional;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012208;CLI-3B0CED7600F4;2;True;PT;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012196;CLI-33122F6F5886;0;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012307;CLI-79DF32EBC589;0;False;PT;Correntista Nacional;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012368;CLI-985B7C500BDA;1;True;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-012260;CLI-CBD9F48091D5;0;False;ES;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012294;CLI-834BEF6F60D4;4;True;PT;CDE;Ativo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012386;CLI-2E757B3FF9E0;1;False;EN;CDE;Ativo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-012327;CLI-ABC8B9D08592;1;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-012299;CLI-91D7A7B1CDCB;1;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012369;CLI-A272559BCD0B;0;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-012349;CLI-F74A5D8C3BCF;1;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-012209;CLI-A4EF89D99F57;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012250;CLI-3D5D7A5CF896;1;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012316;CLI-4D2DC550DE05;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-012268;CLI-F6F0436EBCC3;1;True;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-012232;CLI-12550FFA35D5;2;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-012390;CLI-C0C7FFBA7A9D;4;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-012266;CLI-754D4647B944;4;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012290;CLI-2FB0C5B7146A;3;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012303;CLI-E644B90F7B4E;2;False;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012287;CLI-1AF4D9C8920B;5;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012254;CLI-E813B869F39F;0;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-012259;CLI-1765F4ED1D31;3;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-012325;CLI-C2AB5D5021AC;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012365;CLI-CD2411723610;0;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-012197;CLI-C6547383E0EF;3;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012355;CLI-E00C404C8C3F;3;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-012257;CLI-171C8DF081D2;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012324;CLI-93123E26A94D;3;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-012253;CLI-C669AF724296;5;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012273;CLI-89250179B728;1;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012336;CLI-E9A159377A10;4;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012334;CLI-51A8A8EE0F36;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012348;CLI-358626368E50;1;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-012346;CLI-F975F454C4CD;1;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-012198;CLI-C6547383E0EF;4;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012247;CLI-31C220F47411;1;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-012191;CLI-018602B21BF0;4;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-012269;CLI-43B6DBEA7527;2;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-012267;CLI-D88B936F8C55;6;True;PT;PJ;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-017427;CLI-3C36EFDC653A;11;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017425;CLI-E640BBACEF27;6;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017515;CLI-36C34143B9FE;3;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017554;CLI-9FF019F7A1C1;3;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017499;CLI-27939A89109F;3;True;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-017442;CLI-24ABC101E27A;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017445;CLI-0E6FBF65879C;3;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017398;CLI-7A1129F5245E;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017489;CLI-F9EF2F9DADDF;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017532;CLI-8F49097C1342;4;False;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-017462;CLI-751940804B17;3;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-017569;CLI-913B8DE95253;4;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-017525;CLI-FC2AEA546D6A;6;True;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-017414;CLI-C3F6D4C0E59E;1;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017533;CLI-1DBE3EF6C796;1;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-017396;CLI-4DDE0D56DF85;0;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-017579;CLI-F4EBCF207499;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-017476;CLI-9EFCD0066109;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-017576;CLI-8C590AFF015B;0;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017550;CLI-F989E44C1946;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017549;CLI-42AE799AA7A3;1;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017496;CLI-EFE12698A80E;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017393;CLI-72612BEA9018;8;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-017441;CLI-91BF9FC0770E;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017456;CLI-31C220F47411;2;True;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-017516;CLI-D2C610F2BA3E;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017417;CLI-F74A5D8C3BCF;6;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-017540;CLI-159554835B43;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-017524;CLI-C674AC5456B3;3;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017392;CLI-9ABC80614F57;1;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017429;CLI-0D0ECCA1BDF0;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017491;CLI-8E0A0D175668;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017435;CLI-10AE8CBF1CED;2;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017389;CLI-369E9AC2DFA5;5;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-017571;CLI-FA56CE298E23;0;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-017406;CLI-ADB73EA56501;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-017474;CLI-5674DD10E9EE;1;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-017490;CLI-258547DCF9C0;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-017551;CLI-65CA2A6CCF70;1;True;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-017573;CLI-C1C1135C1433;1;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-017469;CLI-4DDD57AC9160;2;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006426;CLI-AAF45B6E0A80;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006370;CLI-12345541AB04;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-006358;CLI-0149082DEF5E;5;True;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-006416;CLI-2B08C82C2F75;1;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006412;CLI-CCE1A7821046;1;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006431;CLI-4249964D877E;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006420;CLI-47557E553D3E;1;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-006368;CLI-8FC885B3D645;0;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006397;CLI-3807B9EF5558;0;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006383;CLI-8B958A01D54E;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006402;CLI-B882FC17EE9E;1;True;ES;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006359;CLI-AEAFF3797D65;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006360;CLI-13B50FAA12B4;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006380;CLI-BA9856DA161C;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031397;CLI-10CD38EC1D01;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031403;CLI-AACF81B26825;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031228;CLI-234E649D75E3;34;True;EN;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-031408;CLI-77A421AACC8E;7;False;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031177;CLI-7AABCFE4E80B;4;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031339;CLI-234E649D75E3;35;True;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031280;CLI-68F0B72925CC;1;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031317;CLI-BA7AF56A9554;3;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-031146;CLI-0163AD8802CB;17;True;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-031277;CLI-9A2ECA6FFBAB;0;False;EN;PJ;Receptivo;Operacoes PJ - Folha e Pagamentos;Cambio;Cambio/Backoffice
CONV-031347;CLI-5360FCB5B4D7;0;False;PT;PJ;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-031374;CLI-8E9550C91CCD;0;False;PT;PJ;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031224;CLI-CEF58E9CC5B0;5;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-031131;CLI-C814E35D3632;3;True;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-031307;CLI-CA129300A70E;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031316;CLI-AECAAC111AAC;8;True;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031249;CLI-25601802CFF7;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031185;CLI-B1EF964902E2;1;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-031193;CLI-1F130C0E836A;12;True;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031235;CLI-D00FA3962A8F;18;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031197;CLI-63253A9079DA;25;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031298;CLI-AEE079879FA2;5;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031336;CLI-45887AE060C9;0;False;EN;CDE;Ativo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031302;CLI-047DB16C5CEB;7;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-031130;CLI-094055DD1C57;3;False;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-031259;CLI-FF75E283A612;4;True;EN;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-031404;CLI-DF516B3ABD57;3;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-031264;CLI-705391F62255;1;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031282;CLI-1CF302E63355;2;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031303;CLI-E3EFB26290B7;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031153;CLI-606BD3BB0AC5;6;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031186;CLI-73F0CE2A41A9;6;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031179;CLI-C002D557AC3C;2;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031379;CLI-BAA6884788D2;7;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031203;CLI-444A925A2201;3;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-031283;CLI-BB8CE8B92181;12;True;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031370;CLI-165784F27BA1;1;False;ES;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-031386;CLI-BD916F5902B5;0;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-031243;CLI-0CF25DFE39E6;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031322;CLI-E0584AF88366;3;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031367;CLI-33A6CC92EE4F;6;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-031391;CLI-4DB4CC787F57;0;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-031376;CLI-A55093CCC623;4;True;PT;Correntista Nacional;Ativo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031343;CLI-F1F1236A5C10;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031269;CLI-7514F8830A52;3;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031292;CLI-9D5F6FAAEE7D;1;False;PT;Correntista Nacional;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031143;CLI-DF2FA1E027C1;2;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-031348;CLI-569E0C2A8AE9;4;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-031263;CLI-56F48AAE91AB;7;True;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031296;CLI-693D9676A0F1;11;True;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031128;CLI-366DFBD66B9D;2;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031204;CLI-A4EABB9CA78B;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031398;CLI-8895C1E18DE5;3;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031225;CLI-346B58EE8BBE;6;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031142;CLI-F74A5D8C3BCF;10;False;EN;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-031270;CLI-799BDA5F6DB3;1;True;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031251;CLI-079D997F9831;0;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-031276;CLI-491DC1C2D7B5;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-031162;CLI-773AC9676F44;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031182;CLI-238F2F7D27D1;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-031129;CLI-C2AB5D5021AC;6;True;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031220;CLI-529C327DE06B;5;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-031239;CLI-E644B90F7B4E;9;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-031214;CLI-9B21A226F11A;12;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-031362;CLI-113A53A0C3CB;2;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031399;CLI-35F579C11C0D;1;True;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-031406;CLI-27939A89109F;9;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031232;CLI-B2544C7D97A4;8;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031395;CLI-15F3C1A629D0;4;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-031335;CLI-57F811674A18;4;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-031301;CLI-EEBC19F626CA;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-031371;CLI-29A539AAB733;13;True;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-033366;CLI-77A421AACC8E;9;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-033469;CLI-4249964D877E;7;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033200;CLI-7E59F0DDF5B5;5;True;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-033482;CLI-81D037A8C20A;6;True;PT;PJ;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-033405;CLI-A687D81918F3;0;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-033281;CLI-DB129886A52B;5;True;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-033265;CLI-DB4A6D8C4CA1;3;False;PT;Correntista Nacional;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-033291;CLI-DA853852BA57;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033202;CLI-EBF618A32670;1;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033406;CLI-3E9790A3F9EE;4;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033344;CLI-AA3A70DFFE70;0;False;PT;PJ;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033317;CLI-46AD2C90D35B;3;False;PT;PJ;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-033315;CLI-498A3BCCD2E2;2;True;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-033334;CLI-9D852998CC94;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033197;CLI-1F41101667A3;3;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033322;CLI-CDC3D8B9635C;2;False;ES;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033277;CLI-79727FD5D9E4;0;False;PT;PJ;Receptivo;Operacoes PJ - Folha e Pagamentos;Operacoes PJ - Folha e Pagamentos;Atendimento PJ
CONV-033338;CLI-71B633CB86AE;3;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-033299;CLI-542C560FDB87;8;True;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033286;CLI-B56399AB159C;3;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-033304;CLI-8C209C5B20D2;3;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-033408;CLI-FE4BE13EB7F5;8;True;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-033410;CLI-4E279F6FEDB0;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033339;CLI-0956DD77100B;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-033335;CLI-A4EF89D99F57;6;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-033250;CLI-C01E6CCAB380;7;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-033219;CLI-CC4DB4E59700;1;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-033249;CLI-4B5404DA2209;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-033400;CLI-CC331D590614;43;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-033253;CLI-47557E553D3E;5;True;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-033409;CLI-C1B5F3E3DCAF;3;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
